date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,longitude,latitude,is_geocoding_exact
2015-11-01,shot,gun,52.0,M,W,Eureka,AK,False,other,Car,False,-72.1098,29.467799999999997,True
2020-06-21,shot,gun,38.0,M,H,Milpitas,NM,False,attack,Not fleeing,False,-94.76820000000001,32.7213,True
2020-02-22,shot,gun,43.0,M,W,Deming,NE,False,attack,Not fleeing,False,-72.67139999999999,33.352199999999996,True
2020-03-26,shot,gun,32.0,M,B,Ormond Beach,NY,False,attack,Not fleeing,False,-134.49509999999998,55.4229,True
2016-01-17,shot and Tasered,knife,36.0,M,W,Salt Lake City,GA,False,other,Other,False,-100.6929,36.8595,True
2015-02-26,shot,gun,20.0,M,W,Sylvester,IN,False,attack,Not fleeing,False,-110.1114,36.4887,True
2015-01-08,shot,gun,26.0,M,W,Strong,NE,False,attack,Not fleeing,False,-94.2264,36.335699999999996,True
2018-05-06,shot,toy weapon,48.0,M,W,East Point,FL,False,attack,Not fleeing,False,-86.5557,37.162800000000004,True
2022-10-10,shot,gun,31.0,M,W,Paterson,OR,True,attack,Not fleeing,False,-79.1316,38.7189,True
2015-10-02,shot and Tasered,unarmed,39.0,F,W,Sierra Vista,MS,True,attack,Not fleeing,False,-103.6206,32.5557,True
2019-03-28,shot,toy weapon,53.0,F,H,San Antonio,CA,False,attack,Not fleeing,False,-81.036,26.9334,True
2020-08-08,shot and Tasered,knife,19.0,M,W,St. Croix Falls,MN,False,other,Not fleeing,False,-69.15419999999999,32.6907,True
2019-01-29,shot,blunt object,28.0,M,B,Kalihi,MS,True,attack,Car,False,-72.1755,23.275799999999997,True
2020-10-08,shot,gun,43.0,M,W,Palm City,CO,True,attack,Not fleeing,False,-73.9944,31.6017,True
2018-07-31,shot,toy weapon,27.0,M,H,Glendale,KY,False,attack,Not fleeing,False,-66.60090000000001,37.0368,True
2016-02-21,shot,gun,19.0,M,W,Phoenix,SC,False,attack,Not fleeing,False,-74.3094,33.509699999999995,True
2018-05-14,shot,gun,46.0,M,W,Richmond,TX,False,attack,Not fleeing,False,-82.7109,27.102600000000002,True
2016-07-28,shot,,21.0,M,B,Compton,MO,False,other,Other,False,-86.5152,37.3977,True
2020-03-18,shot,knife,32.0,M,W,Orchard Mesa,TN,False,attack,Not fleeing,False,-100.73700000000001,30.030299999999997,True
2020-12-03,shot,toy weapon,40.0,M,H,Phoenix,IL,True,attack,Car,False,-72.0783,30.9483,True
2016-01-27,shot and Tasered,hammer,26.0,M,W,Mountain Pine,TX,False,other,Not fleeing,False,-85.2264,35.087399999999995,True
2019-06-27,shot,knife,27.0,M,H,Yucca Valley,CT,False,other,Not fleeing,False,-64.0215,38.2149,True
2015-04-26,shot,gun,44.0,M,B,Bunch,TX,False,undetermined,Foot,False,-74.2824,36.6399,True
2022-05-04,shot,gun,39.0,M,W,Moraine,IL,True,attack,Not fleeing,False,-81.20609999999999,34.8057,True
2018-06-19,shot,gun,56.0,M,W,Cumming,OH,False,attack,Not fleeing,False,-87.83279999999999,36.7938,True
2022-10-21,shot,gun,59.0,M,W,Morrison,FL,False,attack,Car,False,-82.01429999999999,27.4077,True
2017-03-07,shot,gun,43.0,M,H,Ladera Heights,MA,False,attack,Not fleeing,False,-107.08200000000001,31.8591,True
2021-03-12,shot and Tasered,metal stick,32.0,M,W,Valdosta,NH,False,attack,Not fleeing,False,-105.4044,30.620700000000003,True
2015-07-18,shot,gun,23.0,M,A,Phoenix,HI,False,attack,Not fleeing,True,-84.9366,31.866299999999995,True
2019-08-31,shot,gun,58.0,M,W,Odessa,OK,False,attack,Not fleeing,False,-78.9993,37.7262,True
2019-11-03,shot,gun,56.0,M,B,Phoenix,WI,False,attack,Not fleeing,False,-99.82169999999999,28.926899999999996,True
2018-06-29,shot,gun,46.0,M,H,Russellville,WA,False,attack,Not fleeing,False,-96.0975,29.0853,True
2020-08-04,shot,,46.0,M,B,James Island,FL,True,other,Not fleeing,False,-95.9859,31.580099999999998,True
2019-01-05,shot,gun,20.0,M,B,Fresno,NC,False,attack,Not fleeing,False,-106.11359999999999,30.589199999999998,True
2015-04-06,shot,gun,24.0,M,W,Indianapolis,VT,False,attack,Foot,False,-75.96629999999999,30.315599999999996,True
2015-09-25,shot,gun,48.0,M,B,Wilhoit,WA,False,attack,Not fleeing,False,-87.0975,29.605500000000003,True
2015-11-15,shot,toy weapon,46.0,M,H,Germantown,TX,True,attack,Not fleeing,False,-79.2522,40.0743,True
2017-03-02,shot,undetermined,24.0,M,W,San Marcos,NC,True,other,Not fleeing,False,-75.3399,30.4236,True
2018-05-23,shot,metal pipe,45.0,M,W,Gurnee,MN,True,other,Not fleeing,True,-104.7663,40.331700000000005,True
2019-12-31,shot,knife,26.0,M,W,Federal Way,MA,False,attack,Not fleeing,False,-107.36189999999999,32.706900000000005,True
2017-08-30,shot,knife,34.0,M,W,Sacramento,NV,True,other,Not fleeing,False,-106.60589999999999,30.784499999999998,True
2017-09-10,shot,gun,24.0,M,W,Tacoma,IN,False,attack,Not fleeing,False,-100.8216,37.008900000000004,True
2017-02-15,shot,gun,61.0,M,H,Cape Girardeau,KS,False,attack,Foot,False,-76.5306,29.9871,True
2021-08-25,shot,hatchet,26.0,M,W,Redondo Beach,VA,True,attack,Not fleeing,False,-76.69709999999999,34.371900000000004,True
2021-08-27,shot,gun,51.0,M,W,Greensboro,FL,False,attack,Not fleeing,False,-78.6906,32.373,True
2019-11-03,shot,knife,26.0,M,W,Phoenix,FL,False,attack,Not fleeing,False,-98.39339999999999,29.748600000000003,True
2015-08-25,shot,gun,66.0,M,W,Thonotosassa,MN,False,attack,Car,False,-76.6404,36.9882,True
2016-11-13,shot,unarmed,26.0,M,W,San Diego,GA,False,other,Not fleeing,False,-74.1861,27.1836,True
2019-07-18,shot,sharp object,36.0,M,H,Fort Worth,NM,True,other,Not fleeing,True,-94.2984,34.9686,True
2021-10-22,shot,toy weapon,6.0,M,B,Doral,CA,True,attack,Not fleeing,False,-87.52409999999999,29.5758,True
2018-06-12,shot,,43.0,F,B,Washington,CA,False,other,Car,False,-100.92960000000001,30.2895,True
2015-11-03,shot,gun,41.0,M,W,Marksville,OK,False,attack,Not fleeing,False,-110.6973,40.4226,True
2015-06-03,shot,knife,34.0,M,W,Ellis County,OR,False,attack,Not fleeing,False,-69.2244,34.978500000000004,True
2015-07-04,shot,gun,34.0,M,H,Morristown,NM,False,attack,Not fleeing,False,-70.53030000000001,31.712399999999995,True
2017-02-21,shot,gun,30.0,M,W,Beaverton,TX,False,attack,Car,False,-73.9314,30.7782,True
2020-02-01,shot,gun,71.0,F,B,Gulfport,SC,False,attack,Not fleeing,False,-107.10810000000001,31.8186,True
2015-10-10,shot,gun,37.0,M,W,Lisle,OH,False,attack,Not fleeing,False,-73.2636,32.258700000000005,True
2017-07-02,shot,,49.0,M,W,Norfolk,OR,False,attack,Not fleeing,False,-108.909,33.8697,True
2015-07-20,shot,gun,30.0,M,B,Fremont,MD,True,attack,Not fleeing,False,-83.98440000000001,33.485400000000006,True
2020-03-14,shot,toy weapon,23.0,M,B,Springfield,PA,True,attack,Not fleeing,False,-106.4844,30.4371,True
2015-04-04,shot,meat cleaver,60.0,M,W,Edgewood,MA,False,attack,Foot,False,-87.9327,27.2052,True
2016-02-21,shot,,41.0,M,B,Houston,FL,False,other,Not fleeing,False,-87.9318,27.342,True
2015-12-25,shot,gun,45.0,M,W,Palo Alto,CA,False,attack,Not fleeing,False,-66.8565,40.2687,True
2017-10-16,shot and Tasered,knife,33.0,M,O,Atwater,CA,False,other,Not fleeing,False,-109.85849999999999,43.2432,True
2019-08-07,shot,gun,63.0,M,W,Longview,PA,False,attack,Not fleeing,False,-84.8223,35.4042,True
2015-09-26,shot,gun,48.0,M,W,Baton Rouge,OH,False,attack,Car,True,-92.8152,29.4336,True
2015-09-03,shot,gun,20.0,M,A,Fresno,WA,False,attack,Car,False,-100.9674,38.388600000000004,True
2018-04-01,shot,gun,41.0,M,B,Greenville,NY,False,attack,Car,False,-100.7757,37.1025,True
2022-05-26,shot,gun,50.0,M,W,Cooke County,MI,False,undetermined,Car,False,-94.4127,35.766000000000005,True
2018-03-02,shot and Tasered,knife,32.0,M,W,Mesa,IN,False,other,Not fleeing,False,-72.3609,32.1768,True
2018-04-08,shot,gun,18.0,M,N,Danville,OR,False,attack,Not fleeing,False,-95.35589999999999,32.0841,True
2020-02-04,shot,gun,31.0,M,B,Home Garden,FL,False,attack,Not fleeing,False,-72.18,23.208299999999998,True
2016-01-10,shot,unarmed,23.0,M,W,Rising Sun,IN,True,attack,Foot,False,-71.2233,30.764699999999998,True
2018-03-13,shot and Tasered,box cutter,71.0,M,B,Sandy,MS,False,attack,Car,False,-109.7325,42.5574,True
2018-08-08,shot,gun,50.0,M,B,Omaha,FL,False,attack,Not fleeing,False,-73.3608,24.6834,True
2015-12-20,shot,gun,50.0,M,B,Palmdale,CA,True,attack,Not fleeing,False,-76.1067,30.4272,True
2019-01-07,shot,gun,35.0,M,W,Tulsa,AL,False,attack,Not fleeing,False,-81.18,34.785900000000005,True
2015-07-09,shot and Tasered,unarmed,52.0,M,W,Boulder Creek,PA,False,attack,Not fleeing,False,-68.7303,33.1335,True
2020-03-16,shot,gun,26.0,F,B,San Antonio,TX,False,other,Not fleeing,False,-73.4481,37.3761,True
2017-05-15,shot,gun,30.0,M,H,Phoenix,AZ,False,attack,Not fleeing,False,-75.2796,29.5308,True
2020-12-10,shot,gun,30.0,M,W,Oxford,TX,False,attack,Not fleeing,False,-84.402,34.5312,True
2017-03-29,shot,unarmed,31.0,M,W,Stockton,AZ,False,other,Foot,False,-75.5946,30.541500000000003,True
2017-10-20,shot,gun,33.0,M,B,Fort Smith,KY,False,attack,Foot,False,-103.554,32.580000000000005,True
2015-03-19,shot,gun,75.0,M,W,Bakersfield,NV,False,attack,Car,False,-63.8595,38.2104,True
2018-03-16,shot,gun,49.0,M,W,Clarksville,MT,True,attack,Foot,False,-109.9674,42.7068,True
2017-06-05,shot,gun,25.0,M,W,Bardstown,PA,True,attack,Not fleeing,False,-106.3449,30.3885,True
2018-06-07,shot,gun,52.0,M,W,Benton City,OR,True,attack,Not fleeing,False,-81.189,34.875,True
2019-01-03,shot,gun,43.0,M,B,Visalia,MD,True,attack,Not fleeing,False,-105.66,42.9354,True
2016-04-11,shot and Tasered,unarmed,65.0,M,H,Chicago,CA,True,attack,Not fleeing,False,-78.3297,29.169900000000002,True
2016-09-23,shot,gun,44.0,M,H,San Antonio,CA,True,attack,Not fleeing,False,-94.61070000000001,36.3726,True
2016-11-18,shot,,27.0,M,W,Chicago,VA,False,attack,Car,False,-83.8917,40.311,True
2021-01-21,shot,knife,20.0,M,H,College Station,NM,False,other,Not fleeing,False,-89.25930000000001,31.824899999999996,True
2022-03-09,shot,gun,45.0,M,W,Clear Lake Shores,MT,False,attack,Not fleeing,False,-74.20949999999999,24.4152,True
2020-12-16,shot,carjack,27.0,F,W,Concord,TN,False,other,Not fleeing,False,-87.5223,29.577599999999997,True
2022-09-15,shot,,45.0,F,W,Kingman,NC,False,attack,Car,False,-108.8793,33.9237,True
2017-09-15,shot,knife,16.0,M,W,San Jose,NC,False,other,Not fleeing,False,-70.64189999999999,31.5576,True
2019-05-07,shot and Tasered,gun,34.0,M,H,Milwaukee,CA,False,attack,Foot,False,-67.64850000000001,35.9577,True
2018-08-03,shot,gun,36.0,M,W,Deer Park,NV,False,attack,Not fleeing,False,-108.5391,41.9103,True
2017-02-09,shot,gun,34.0,M,W,Lake Stevens,FL,True,attack,Not fleeing,False,-65.808,37.0971,True
2015-11-06,shot,gun,40.0,M,W,Wadesboro,KY,False,attack,Car,False,-66.8709,36.3645,True
2017-02-24,shot,toy weapon,33.0,M,W,Reading,FL,False,attack,Not fleeing,False,-105.48899999999999,30.6432,True
2018-03-27,shot,gun,32.0,M,W,Sanford,TX,False,attack,Not fleeing,False,-103.12469999999999,43.2648,True
2019-09-21,shot,gun,31.0,M,W,Riverton,FL,False,attack,Foot,False,-85.21470000000001,35.0154,True
2018-10-02,shot,knife,56.0,M,B,Victorville,FL,False,attack,Not fleeing,False,-65.9403,37.0638,True
2015-08-16,shot,gun,50.0,M,W,Kerrville,OR,False,attack,Not fleeing,False,-66.8709,36.3645,True
2018-04-06,shot,gun,46.0,M,W,Federal Way,VA,False,attack,Not fleeing,False,-95.4558,32.4153,True
2022-03-03,shot,gun,59.0,M,A,San Diego,CA,False,attack,Not fleeing,False,-78.4953,31.9671,True
2019-06-15,shot,toy weapon,42.0,M,W,Toppenish,FL,True,attack,Not fleeing,False,-71.7813,32.0652,True
2016-10-09,shot,gun,34.0,M,W,Scottsdale,MI,False,attack,Car,False,-94.4145,35.8425,True
2018-02-10,shot,gun,50.0,M,W,Columbus,NE,True,attack,Not fleeing,False,-100.85849999999999,30.186899999999998,True
2017-08-25,shot,chain,63.0,M,H,Sunrise,NV,False,attack,Not fleeing,True,-84.9465,35.0901,True
2015-04-06,shot,box cutter,44.0,M,B,Indianapolis,DC,False,other,Not fleeing,True,-63.77309999999999,39.4551,True
2017-04-04,shot,contractor's level,25.0,M,B,Bakersfield,WI,False,attack,Not fleeing,False,-106.5222,30.6936,True
2015-11-14,shot and Tasered,box cutter,32.0,M,B,Jurupa Valley,CA,False,attack,Not fleeing,False,-68.5332,38.747699999999995,True
2017-08-14,shot,undetermined,52.0,M,H,Colorado Springs,CA,True,undetermined,Not fleeing,False,-78.7968,31.995900000000002,True
2022-02-27,shot,gun,27.0,M,W,Houston,TN,True,attack,Not fleeing,True,-101.04480000000001,30.065399999999997,True
2016-09-06,shot,unarmed,20.0,M,H,Omaha,AZ,False,other,Not fleeing,False,-69.6879,32.025600000000004,True
2017-02-10,shot,gun,41.0,M,B,Nashville,OH,False,attack,Not fleeing,False,-106.4601,30.5289,True
2015-06-29,shot,gun,38.0,M,H,Edinburg,CO,False,attack,Foot,False,-74.3751,25.028100000000002,True
2020-11-05,shot,knife,36.0,M,W,Ventura,MO,False,other,Not fleeing,False,-86.89320000000001,29.7063,True
2020-09-03,shot,unarmed,38.0,M,W,Lacey,MD,False,undetermined,Car,False,-106.22970000000001,30.5775,True
2020-11-07,shot,gun,26.0,M,W,Lilburn,NC,False,attack,Not fleeing,False,-110.4876,40.8735,True
2018-06-11,shot,gun,29.0,M,N,Silver Spring,AZ,False,attack,Not fleeing,False,-83.8647,27.2466,True
2018-04-15,shot,knife,29.0,M,W,Lodge Grass,CA,False,attack,Foot,False,-68.5296,38.762100000000004,True
2020-01-30,shot,guns and explosives,58.0,M,N,Columbus,WA,False,attack,Foot,False,-67.91040000000001,36.586800000000004,True
2020-02-17,shot,gun,24.0,M,H,Greeneville,AZ,False,attack,Not fleeing,False,-75.5118,28.395,True
2015-02-28,shot,gun,27.0,M,W,Tucson,GA,False,attack,Not fleeing,False,-100.8819,30.0528,True
2021-07-20,shot,gun,25.0,M,W,Phoenix,CA,True,attack,Not fleeing,True,-110.17620000000001,33.9831,True
2016-03-15,shot,unarmed,36.0,M,W,Evansville,DC,True,attack,Not fleeing,True,-100.8009,31.2417,True
2018-09-29,shot,gun,23.0,M,W,Epping,OK,True,attack,Not fleeing,False,-97.5402,38.7387,True
2020-12-29,shot,gun,50.0,M,W,Atlanta,KY,False,attack,Car,False,-88.866,26.8038,True
2018-08-09,shot,gun,34.0,M,B,Columbus,MS,False,attack,Not fleeing,False,-71.7561,36.524699999999996,True
2018-01-08,shot,knife,30.0,M,H,Kansas City,AZ,True,other,Not fleeing,False,-76.4541,36.0441,True
2019-09-18,shot and Tasered,metal pipe,47.0,M,A,Wilkinsburg,CA,False,attack,Not fleeing,False,-103.6269,32.5206,True
2017-12-01,shot,toy weapon,29.0,M,A,San Francisco,OK,True,attack,Not fleeing,False,-107.2467,35.087399999999995,True
2016-06-01,shot,metal pipe,30.0,M,H,Berea,CA,True,other,Not fleeing,True,-106.24950000000001,30.5748,True
2020-03-11,shot,gun,23.0,M,W,Elkton,SD,False,attack,Not fleeing,False,-73.467,34.5141,True
2015-05-29,shot,unarmed,33.0,M,H,Wilderville,CA,False,undetermined,Not fleeing,False,-74.1447,31.365000000000002,True
2018-10-10,shot,gun,22.0,M,W,Portland,AZ,False,attack,Car,False,-85.0977,35.1567,True
2020-05-29,shot,gun,47.0,M,B,Temple Terrace,FL,True,attack,Car,False,-105.6996,30.7422,True
2020-01-20,shot,gun,38.0,M,W,Fountain Valley,IL,False,attack,Not fleeing,False,-77.4927,35.649899999999995,True
2019-12-25,shot,metal pipe,34.0,M,W,Atlanta,CA,False,other,Foot,True,-84.9951,35.3106,True
2017-07-19,shot,gun,33.0,M,W,Santa Fe,CA,False,attack,Not fleeing,False,-100.5993,29.997,True
2020-06-05,shot,gun,39.0,M,W,Mustang,NC,False,attack,Not fleeing,False,-69.13889999999999,35.442,True
2019-11-25,shot,guns and explosives,37.0,M,B,Great Falls,CO,True,other,Not fleeing,False,-106.6743,30.753899999999998,True
2018-03-06,shot,gun,34.0,M,W,North Manchester,NH,False,attack,Car,False,-76.02029999999999,30.376800000000003,True
2022-09-07,shot,knife,51.0,M,B,St. Louis,WI,False,attack,Not fleeing,False,-72.7362,37.1142,True
2016-01-25,shot,knife,21.0,M,W,Reno,ID,False,attack,Not fleeing,False,-76.82849999999999,33.0021,True
2017-03-19,shot,knife,18.0,M,H,Cape Canaveral,CA,True,other,Not fleeing,False,-68.82390000000001,35.386199999999995,True
2017-01-07,shot,gun,21.0,M,H,Elkridge,TX,False,attack,Not fleeing,False,-105.3594,29.305799999999998,True
2017-10-01,shot,gun,34.0,M,H,Canton Township,AZ,False,attack,Foot,False,-94.54769999999999,35.9226,True
2016-03-31,shot,gun,24.0,F,W,Richmond,IA,False,attack,Car,False,-94.3407,35.896499999999996,True
2019-07-18,shot,gun,46.0,M,B,Fort Worth,FL,False,attack,Not fleeing,False,-95.9832,31.2633,True
2017-07-09,shot,gun,31.0,M,W,Akron,AZ,False,attack,Car,False,-107.0226,31.766399999999997,True
2019-09-08,shot,undetermined,40.0,M,H,Tacoma,NM,False,undetermined,Other,False,-82.7406,31.455000000000002,True
2018-05-01,shot,gun,25.0,M,B,League City,TX,False,attack,Not fleeing,False,-83.9196,40.4658,True
2017-10-20,shot,gun,36.0,M,W,Moraine,KS,True,attack,Not fleeing,False,-74.2185,32.7393,True
2020-10-20,shot,gun,27.0,M,W,Waukegan,FL,True,attack,Not fleeing,False,-105.561,30.697199999999995,True
2015-03-20,shot,gun,22.0,M,W,Coal County,CO,False,attack,Car,False,-66.1752,37.0026,True
2015-06-17,shot,gun,52.0,M,W,Clanton,PA,False,attack,Car,False,-76.3254,28.844099999999997,True
2015-09-27,shot,unarmed,20.0,M,H,Rossville,CO,True,attack,Not fleeing,False,-69.3243,35.0847,True
2016-06-26,shot,railroad spikes,28.0,M,W,Columbia Township,LA,False,attack,Not fleeing,False,-100.8378,29.7765,True
2021-10-13,shot,gun,29.0,M,H,McCammon,NY,False,attack,Not fleeing,True,-87.9804,27.1782,True
2021-01-10,shot,gun,56.0,M,B,Munster,LA,True,undetermined,Car,False,-86.7213,32.5098,True
2021-01-05,shot,gun,44.0,M,B,Newton,PA,False,attack,Not fleeing,False,-106.3287,30.4227,True
2020-06-28,shot,gun,18.0,M,W,Kettering,AK,False,other,Not fleeing,False,-106.5285,30.5883,True
2021-06-24,shot,gun,42.0,M,B,Bakersfield,MD,True,attack,Foot,False,-84.26610000000001,42.536699999999996,True
2017-01-18,shot,gun,34.0,M,W,Gary,CA,False,attack,Not fleeing,False,-78.8184,37.5894,True
2022-09-23,shot,gun,40.0,M,H,Irwin County,HI,False,attack,Not fleeing,False,-74.0907,31.4118,True
2018-04-24,shot,,43.0,M,B,San Antonio,CA,False,undetermined,Car,False,-83.16629999999999,28.2114,True
2021-04-13,shot,undetermined,38.0,M,W,Saltlick Township,GA,False,undetermined,Not fleeing,False,-65.808,37.0971,True
2015-03-16,shot,gun,21.0,M,H,Gastonia,AZ,False,attack,Car,False,-109.404,35.685,True
2018-03-29,shot,gun,16.0,M,B,Charleston,WI,True,attack,Not fleeing,True,-107.8245,33.0597,True
2019-04-03,shot,gun,45.0,M,B,Boynton Beach,GA,False,attack,Not fleeing,True,-109.9521,42.677099999999996,True
2018-12-25,shot,gun,26.0,M,W,Buckeye,OK,False,attack,Not fleeing,False,-70.0632,36.7074,True
2016-04-02,shot,gun,49.0,M,W,Indianapolis,AZ,True,attack,Not fleeing,False,-106.3971,30.445200000000003,True
2019-02-14,shot,gun,23.0,M,H,Aspers,CO,False,attack,Not fleeing,False,-74.0772,31.454099999999997,True
2016-09-30,shot,gun,57.0,M,H,Belleville,FL,False,attack,Not fleeing,False,-80.21159999999999,29.581200000000003,True
2016-05-30,shot,gun,37.0,M,H,Tucson,CA,False,attack,Not fleeing,False,-73.3887,31.743000000000002,True
2015-03-25,shot,stapler,34.0,M,B,Smyrna,VA,False,other,Foot,False,-76.03559999999999,35.2143,True
2022-09-03,shot and Tasered,unarmed,42.0,M,N,Los Angeles,AZ,False,attack,Not fleeing,False,-102.8835,39.168000000000006,True
2017-07-28,shot,gun,60.0,M,B,Glenville,OK,False,attack,Car,False,-108.3825,33.6285,True
2017-08-04,shot,gun,33.0,M,W,San Diego,SC,True,attack,Not fleeing,False,-75.7287,35.7462,True
2015-07-27,shot,gun,62.0,M,B,Houma,NC,True,attack,Not fleeing,False,-107.7876,33.0615,True
2022-03-29,shot,gun,39.0,M,H,Mifflin Township,NJ,False,attack,Not fleeing,False,-84.9807,35.2026,True
2019-02-14,shot,knife,54.0,M,W,Aspers,OK,False,attack,Not fleeing,False,-86.14529999999999,32.6223,True
2018-07-22,shot,gun,40.0,M,W,Highland,MI,False,attack,Not fleeing,False,-87.0759,29.3895,True
2016-11-27,shot,unarmed,20.0,M,W,Olathe,AR,False,other,Foot,False,-87.0975,29.605500000000003,True
2020-08-03,shot,gun,37.0,M,B,Culver City,GA,False,attack,Not fleeing,False,-75.2958,36.9333,True
2022-10-06,shot,gun,26.0,M,W,Mesa,TX,True,undetermined,Not fleeing,False,-104.9148,43.4376,True
2015-07-05,shot,knife,58.0,M,W,Austin,GA,False,attack,Not fleeing,False,-106.24950000000001,30.5748,True
2020-02-10,shot,gun,31.0,M,W,Albertville,CO,False,attack,Not fleeing,False,-85.5135,30.590099999999996,True
2020-02-20,shot,screwdriver,61.0,M,H,Columbus,AZ,True,other,Not fleeing,False,-68.3811,33.1767,True
2016-02-24,shot,unarmed,44.0,M,H,East Troy,NM,True,undetermined,Other,False,-110.8125,39.6837,True
2019-07-15,shot,gun,45.0,M,H,Baltimore,CA,False,attack,Not fleeing,False,-75.8304,32.217299999999994,True
2020-05-01,shot and Tasered,box cutter,32.0,M,W,Denver,FL,False,other,Not fleeing,False,-76.8348,35.9244,True
2018-08-31,shot,knife,39.0,M,W,Fairview,TX,False,attack,Not fleeing,False,-65.6577,37.149300000000004,True
2018-04-05,shot,gun,24.0,F,W,Reynoldsville,OK,False,attack,Not fleeing,False,-63.9612,38.1096,True
2018-09-27,shot,knife,34.0,M,W,Las Cruces,FL,True,other,Not fleeing,True,-71.91629999999999,35.6607,True
2015-10-30,shot,gun,21.0,M,W,Norwood,NH,False,attack,Not fleeing,False,-78.9606,37.6659,True
2019-07-17,shot,gun,38.0,M,B,McAlester,LA,False,attack,Not fleeing,False,-78.03,30.1392,True
2018-09-14,shot,toy weapon,40.0,M,W,Detroit,ID,False,attack,Not fleeing,True,-69.1029,36.3528,True
2018-08-09,shot and Tasered,unarmed,53.0,F,W,Durham,IN,False,attack,Foot,False,-84.26610000000001,42.536699999999996,True
2019-02-14,shot,blunt object,60.0,M,B,Los Angeles,LA,False,attack,Not fleeing,False,-85.8375,41.3001,True
2016-12-13,shot,unarmed,43.0,M,W,Hampton,MI,False,attack,Not fleeing,False,-72.11880000000001,23.204700000000003,True
2018-02-26,shot,gun,39.0,M,B,Wamego,MO,False,attack,Car,False,-75.6243,29.8566,True
2021-09-13,shot,gun,56.0,M,W,Farmington,PA,False,attack,Car,False,-72.216,23.2146,True
2020-01-02,shot,knife,38.0,M,W,Ansonia,FL,True,other,Not fleeing,False,-86.49629999999999,32.3775,True
2021-01-12,shot,unarmed,44.0,F,W,Lakewood,WI,False,undetermined,Not fleeing,False,-75.708,32.5017,True
2017-09-08,shot and Tasered,knife,25.0,M,B,Amarillo,DC,False,attack,Not fleeing,False,-90.6138,41.5539,True
2020-01-30,shot,beer bottle,32.0,M,W,Hockingport,KS,False,undetermined,Not fleeing,False,-85.0284,35.180099999999996,True
2019-11-05,shot,gun,28.0,M,W,Leon,TX,True,attack,Foot,False,-74.1942,31.814099999999996,True
2015-12-14,shot,gun,50.0,M,W,Las Vegas,CA,False,attack,Not fleeing,False,-82.9773,29.205000000000002,True
2018-11-05,shot,gun,31.0,M,H,Glen Burnie,AZ,False,attack,Foot,False,-72.1125,23.3829,True
2015-10-21,shot,gun,20.0,M,W,Kentwood,GA,False,attack,Not fleeing,False,-100.8288,39.148199999999996,True
2015-03-20,shot,unarmed,51.0,M,W,Red Valley,AR,False,other,Not fleeing,False,-82.0521,27.482400000000002,True
2015-02-04,shot,gun,21.0,M,W,Memphis,WV,False,attack,Not fleeing,False,-75.9492,35.442,True
2016-04-26,shot,toy weapon,43.0,M,N,Kingsbury,AK,True,attack,Not fleeing,False,-84.2481,37.4238,True
2020-10-10,shot,machete,18.0,M,H,San Francisco,CA,False,attack,Not fleeing,False,-86.0895,35.1468,True
2022-09-24,shot,knife,37.0,M,W,Ozark,AR,False,other,Not fleeing,False,-79.6671,27.361800000000002,True
2017-01-26,shot,gun,32.0,F,H,Madison Township,CA,False,attack,Not fleeing,False,-100.76669999999999,30.024,True
2016-01-21,shot,,37.0,M,H,Eufaula,CA,True,attack,Not fleeing,False,-66.8565,40.2687,True
2016-10-05,shot,gun,37.0,M,B,Moncks Corner,VA,False,attack,Not fleeing,False,-72.3852,23.1363,True
2017-01-03,shot,,30.0,M,W,Gilmer,TN,True,other,Car,False,-69.6645,33.5583,True
2015-01-21,shot,crossbow,28.0,M,W,Hemet,TX,False,attack,Not fleeing,False,-106.2738,30.5253,True
2018-10-17,shot and Tasered,unknown weapon,42.0,M,W,Longview,CA,False,undetermined,Not fleeing,False,-68.6709,36.0306,True
2016-02-19,shot,undetermined,32.0,M,W,Ogden,TN,False,undetermined,Other,False,-85.8321,26.0595,True
2016-03-31,shot,gun,29.0,M,B,Las Vegas,NY,False,attack,Not fleeing,False,-87.9786,27.242099999999997,True
2016-03-31,shot,gun,27.0,M,B,Richmond,TX,False,attack,Not fleeing,False,-74.241,25.291800000000002,True
2020-11-19,shot,machete,20.0,M,B,Los Lunas,TX,False,other,Car,False,-97.3683,33.0723,True
2019-04-16,shot,gun,23.0,M,W,Lee,NY,False,attack,Not fleeing,False,-77.07690000000001,38.006099999999996,True
2015-11-19,shot,gun,19.0,M,W,Washington,CO,False,attack,Not fleeing,False,-81.1278,35.135999999999996,True
2018-03-09,shot,gun,68.0,M,W,Arlington,GA,False,attack,Not fleeing,False,-109.1916,34.7832,True
2016-07-28,shot,gun,27.0,M,W,La Quinta,KY,True,attack,Car,False,-73.6596,25.2684,True
2021-10-20,shot,,29.0,M,W,Arlington,NY,False,other,Car,False,-105.3423,29.300399999999996,True
2018-03-13,shot,gun,34.0,M,H,Sandy,CO,False,attack,Not fleeing,False,-71.7813,32.0652,True
2017-11-05,shot,gun,33.0,F,B,Meridian,VA,False,attack,Not fleeing,False,-82.026,27.4212,True
2015-02-26,shot,gun,25.0,M,W,Lakeland,MI,False,attack,Car,False,-106.0686,30.373199999999997,True
